Key,ShortKey,Source,Row,Module,Field,Role,CN,EN
State_2431_Desc,aVXq,z状态表_State_A.csv,1850,State,Desc,,队伍唯一：装备者造成的护盾和生命回复提高，提高量为 <WeaponEffect_Num:[StateArg1]%> 装备者的体质，装备者造成的反击提高 <WeaponEffect_Num:[StateArg3]%>，打出「防御」时还会获得装备者防御力 <WeaponEffect_Num:[StateArg4]%> 的<RetaliateIconKeywords:反击>。战斗开始后，获得等同于装备者体质 <WeaponEffect_Num:[StateArg2]%> 的<PowerIconKeywords:力量> 。若当前界域为「深海」，额外获得等量的触腕伤害。,"Shield gained from and HP recovered by the wielder each increase by <WeaponEffect_Num:[StateArg1]%> of their CON, and <RetaliateIconKeywords:Counter> gained from them +<WeaponEffect_Num:[StateArg3]%>.\nWhenever one of the wielder's Defense Commands is played, gain <RetaliateIconKeywords:Counter> equal to <WeaponEffect_Num:[StateArg4]%> of their DEF.\nAt the start of battle, gain <PowerIconKeywords:STR> and <TentacleInjurieIconKeywords:Tentacle DMG> equal to <WeaponEffect_Num:[StateArg2]%> of the wielder's CON."
State_2431_WeaponDesc,aVXs,z状态表_State_A.csv,1850,State,WeaponDesc,,装备者造成的护盾和生命回复提高 <WeaponEffect_Num:[DescArg1]> 点，装备者造成的反击提高 <WeaponEffect_Num:[StateArg3]%>，打出「防御」时，还会获得 <WeaponEffect_Num:[Counterattack:DescArg3]> 层<RetaliateIconKeywords:反击>。战斗开始后，获得 <WeaponEffect_Num:[Power:DescArg2]> 点<PowerIconKeywords:力量>。若当前界域为「深海」，额外获得等量的触腕伤害。,"Shield gained from and HP recovered by the wielder each +<WeaponEffect_Num:[DescArg1]>, and <RetaliateIconKeywords:Counter> gained from them +<WeaponEffect_Num:[StateArg3]>.\nWhenever one of the wielder's Defense Commands is played, gain <WeaponEffect_Num:[Counterattack:DescArg3]> <RetaliateIconKeywords:Counter>.\nAt the start of battle, gain <WeaponEffect_Num:[Power:DescArg2]> <PowerIconKeywords:STR> & <TentacleInjurieIconKeywords:Tentacle DMG>."
Item_9642_Name,aFWZ,d道具_Item_A.csv,360,Item,Name,,珊瑚女之死,Death of Ms. Coral
State_3273_Desc,aWVJ,z状态表_State_A.csv,1856,State,Desc,,队伍唯一：打出装备者的卡牌后，获得等同于装备者 <WeaponEffect_Num:[StateArg1]%> 防御力的护盾，每有 1 条触腕就使护盾提高装备者防御力的 <WeaponEffect_Num:[StateArg2]%>。该效果单个回合只生效 1 次。,"Whenever one of the wielder's cards is played, gain Shield equal to <WeaponEffect_Num:[StateArg1]%> of the wielder's DEF, plus another <WeaponEffect_Num:[StateArg2]%> of their DEF for each Tentacle.\nThis effect triggers only once each turn."
State_3273_WeaponDesc,aWVL,z状态表_State_A.csv,1856,State,WeaponDesc,,打出装备者的卡牌后，获得 <WeaponEffect_Num:[Block:DescArg1]> 护盾，每有 1 条触腕就使护盾提高 <WeaponEffect_Num:[DescArg2]>。该效果单个回合只生效 1 次。,"Whenever one of the wielder's cards is played, gain <WeaponEffect_Num:[Block:DescArg1]> Shield, plus <WeaponEffect_Num:[DescArg2]> for each Tentacle.\nThis effect triggers only once each turn."
Item_9530_Name,aFON,d道具_Item_A.csv,361,Item,Name,,引舵之帆,Sail of Providence
State_3827_Desc,aXIM,z状态表_State_A.csv,1858,State,Desc,,队伍唯一：装备者生命回复提高 <WeaponEffect_Num:[StateArg1]%>。释放狂气爆发后，下回合开始时回复 <WeaponEffect_Num:[StateArg2]%> 已损失生命。,"HP recovered by the wielder +<WeaponEffect_Num:[StateArg1]%>.\nWhen the wielder Exalts, recover <WeaponEffect_Num:[StateArg2]%> of missing HP at the start of your next turn."
State_3827_WeaponDesc,aXIO,z状态表_State_A.csv,1858,State,WeaponDesc,,装备者生命回复提高 <WeaponEffect_Num:[StateArg1]%>。释放狂气爆发后，下回合开始时回复 <WeaponEffect_Num:[DescArg1]%> 已损失生命。,"HP recovered by the wielder +<WeaponEffect_Num:[StateArg1]%>.\nWhen they release their Exalt, recover <WeaponEffect_Num:[DescArg1]%> of missing HP at the start of your next turn."
Item_9876_Name,aGol,d道具_Item_A.csv,362,Item,Name,,海之梦,Dream of the Sea
State_2785_Desc,aWvk,z状态表_State_A.csv,1852,State,Desc,,队伍唯一：装备者打出卡牌后，装备者获得 1 点狂气。战斗开始时，获得等同于装备者攻击力 <WeaponEffect_Num:[StateArg1]%> 的<PowerIconKeywords:力量> ，若当前界域为「深海」，额外获得 <WeaponEffect_Num:[StateArg2]%> 的<CardKeyWord:触腕伤害>，后续的每个回合开始后，获得等同于装备者攻击力 <WeaponEffect_Num:[StateArg3]%> 的<PowerIconKeywords:力量> ，若当前界域为「深海」，额外获得 <WeaponEffect_Num:[StateArg4]%> 的<CardKeyWord:触腕伤害>。,"Whenever one of the wielder's cards is played, they gain <Energy:1> Aliemus.\nAt the start of battle, gain <PowerIconKeywords:STR> equal to <WeaponEffect_Num:[StateArg1]%> of the wielder's ATK and <TentacleInjurieIconKeywords:Tentacle DMG> equal to <WeaponEffect_Num:[StateArg2]%> of their ATK.\nAt the start of each following turn, gain <PowerIconKeywords:STR> equal to <WeaponEffect_Num:[StateArg3]%> of the wielder's ATK and <TentacleInjurieIconKeywords:Tentacle DMG> equal to <WeaponEffect_Num:[StateArg4]%> of their ATK."
State_2785_WeaponDesc,aWvm,z状态表_State_A.csv,1852,State,WeaponDesc,,装备者打出卡牌后，装备者获得 1 点狂气。战斗开始时，获得 <WeaponEffect_Num:[Power:DescArg1]> 点<PowerIconKeywords:力量> 。若当前界域为「深海」，额外获得 <WeaponEffect_Num:[DescArg2]> 点<CardKeyWord:触腕伤害>，后续每个回合开始后，获得 <WeaponEffect_Num:[Power:DescArg3]> 点<PowerIconKeywords:力量> 。若当前界域为「深海」，额外获得 <WeaponEffect_Num:[DescArg4]> 点<CardKeyWord:触腕伤害>.,"Whenever one of the wielder's cards is played, they gain <Energy:1> Aliemus.\nAt the start of battle, gain <WeaponEffect_Num:[Power:DescArg1]> <PowerIconKeywords:STR> & <WeaponEffect_Num:[DescArg2]> <TentacleInjurieIconKeywords:Tentacle DMG>.\nAt the start of each following turn, gain <WeaponEffect_Num:[Power:DescArg3]> <PowerIconKeywords:STR> & <WeaponEffect_Num:[DescArg4]> <TentacleInjurieIconKeywords:Tentacle DMG>."
Item_9644_Name,aFXh,d道具_Item_A.csv,363,Item,Name,,神王的颂歌,Hymn of the Sovereign
State_3531_Desc,aXmj,z状态表_State_A.csv,2032,State,Desc,,队伍唯一：战斗开始时，装备者获得 <WeaponEffect_Num:[StateArg1]> 狂气。每当其他唤醒体释放狂气爆发时，装备者获得 <WeaponEffect_Num:[StateArg2]> 狂气。若当前界域为「深海」，装备者释放狂气爆发后，获得等同于攻击力 <WeaponEffect_Num:[StateArg3]%> 的触腕伤害。,"At the start of each battle, the wielder gains <WeaponEffect_Num:[StateArg1]> Aliemus.\nWhenever another Awakener Exalts, the wielder gains <WeaponEffect_Num:[StateArg2]> Aliemus.\nAfter the wielder Exalts, gain <TentacleInjurieIconKeywords:Tentacle DMG> equal to <WeaponEffect_Num:[StateArg3]%> of their ATK."
State_3531_WeaponDesc,aXml,z状态表_State_A.csv,2032,State,WeaponDesc,,战斗开始时，装备者获得 <WeaponEffect_Num:[StateArg1]> 狂气。每当其他唤醒体释放狂气爆发时，装备者获得 <WeaponEffect_Num:[StateArg2]> 狂气。若当前界域为「深海」，装备者释放狂气爆发后，触腕伤害 <WeaponEffect_Num:+[DescArg1]>。,"At the start of each battle, the wielder gains <WeaponEffect_Num:[StateArg1]> Aliemus.\nWhenever another Awakener Exalts, the wielder gains <WeaponEffect_Num:[StateArg2]> Aliemus.\nAfter the wielder Exalts, gain <WeaponEffect_Num:[DescArg1]> <TentacleInjurieIconKeywords:Tentacle DMG>."
Item_10101_Name,aCQh,d道具_Item_A.csv,364,Item,Name,,虔诚的伟力,Power of the Pious
State_3837_Desc,aXJq,z状态表_State_A.csv,2023,State,Desc,,队伍唯一：装备者造成的狂气提高 <WeaponEffect_Num:[StateArg1]%>，造成的中毒提高 <WeaponEffect_Num:[StateArg2]%>。装备者造成伤害后，所有唤醒体临时暴击伤害提高，数值等同于装备者暴击伤害的 <WeaponEffect_Num:[StateArg3]%>，每回合最多生效 1 次。若当前界域为「深海」，战斗开始时，触腕上限和触腕数量 +1。,"<IntoxicationIconKeywords:Poison> inflicted by the wielder +<WeaponEffect_Num:[StateArg2]%>, and Aliemus generated by the wielder +<WeaponEffect_Num:[StateArg1]%>.\nThe first time the wielder deals DMG each turn, all Awakeners gain Temporary Crit. DMG equal to <WeaponEffect_Num:[StateArg3]%> of the wielder's Crit. DMG.\nIf the Realm includes Aequor, Tentacle Limit +1, and spawn 1 Tentacle at the start of battle."
State_3837_WeaponDesc,aXJs,z状态表_State_A.csv,2023,State,WeaponDesc,,装备者造成的狂气提高 <WeaponEffect_Num:[StateArg1]%>，造成的中毒提高 <WeaponEffect_Num:[StateArg2]%>。装备者造成伤害后所有唤醒体临时暴击伤害 +<WeaponEffect_Num:[DescArg1]%> ，每回合最多生效 1 次。若当前界域为「深海」，战斗开始时，触腕上限和触腕数量 +1。,"<IntoxicationIconKeywords:Poison> inflicted by the wielder +<WeaponEffect_Num:[StateArg2]%>, and Aliemus generated by the wielder +<WeaponEffect_Num:[StateArg1]%>.\nThe first time the wielder deals DMG each turn, all Awakeners gain +<WeaponEffect_Num:[DescArg1]%> Temporary Crit. DMG.\nIf the Realm includes Aequor, Tentacle Limit +1, and spawn 1 Tentacle at the start of battle."
Item_9581_Name,aFSx,d道具_Item_A.csv,365,Item,Name,,隐秘的诞生,Shrouded Birth
State_2856_Desc,aWza,z状态表_State_A.csv,2029,State,Desc,,队伍唯一：装备者造成的护盾提高 <WeaponEffect_Num:[StateArg1]％>，并且造成护盾时，己方全员获得 <WeaponEffect_Num:[StateArg3]％> 临时暴击率和 <WeaponEffect_Num:[StateArg4]%> 装备者银钥充能的银钥能量，每回合最多生效 2 次。若当前界域为「深海」，每当有 1 条触腕攻击时，装备者获得 1 点狂气，每回合最多获得 <WeaponEffect_Num:[StateArg2]> 点。,"Shield gained from the wielder +<WeaponEffect_Num:[StateArg1]%>.\nWhenever the wielder or their equipment provide Shield, all Awakeners gain +<WeaponEffect_Num:[StateArg3]%> Temp. Crit. Rate, and you gain Keyflare equal to <WeaponEffect_Num:[StateArg4]%> of the wielder's Keyflare Regen, up to 2 times per turn.\nWhenever a Tentacle attacks, the wielder gains <Energy:1> Aliemus (up to <WeaponEffect_Num:[StateArg2]> per turn)."
State_2856_WeaponDesc,aWzc,z状态表_State_A.csv,2029,State,WeaponDesc,,装备者造成的护盾提高 <WeaponEffect_Num:[StateArg1]％>，并且造成护盾时，己方全员获得 <WeaponEffect_Num:[StateArg3]％> 临时暴击率和 <WeaponEffect_Num:[StateArg4]%> 装备者银钥充能的银钥能量，每回合最多生效 2 次。若当前界域为「深海」，每当有 1 条触腕攻击时，装备者获得 1 点狂气，每回合最多获得 <WeaponEffect_Num:[StateArg2]> 点。,"Shield gained from the wielder +<WeaponEffect_Num:[StateArg1]%>.\nWhenever the wielder or their equipment provide Shield, all Awakeners gain +<WeaponEffect_Num:[StateArg3]%> Temp. Crit. Rate, and you gain Keyflare equal to <WeaponEffect_Num:[StateArg4]%> of the wielder's Keyflare Regen, up to 2 times per turn.\nWhenever a Tentacle attacks, the wielder gains <Energy:1> Aliemus (up to <WeaponEffect_Num:[StateArg2]> per turn)."
Item_77882_Name,aFGx,d道具_Item_A.csv,366,Item,Name,,圣火中的指引,Flamebound Navigator
State_84257_Desc,bvQA,z状态表_State_A.csv,1974,State,Desc,,队伍唯一：装备者狂气爆发造成的护盾提高 <WeaponEffect_Num:[StateArg1]%>，释放狂气爆发后所有唤醒体临时暴击伤害提高 <WeaponEffect_Num:[StateArg2]%>，每有 1 条触腕额外提高 1％。每次探索首次触发死亡抵抗后，下回合开始时回复最大生命的 <WeaponEffect_Num:[StateArg3]%>,"Shield gained from the wielder's Exalt +<WeaponEffect_Num:[StateArg1]%>.\nAfter the wielder Exalts, all Awakeners gain +<WeaponEffect_Num:[StateArg2]%> Temp. Crit. DMG, and another +1% for each Tentacle.\nThe first time <DeathResistanceIconKeywords:Death Resistance> triggers each investigation, recover <WeaponEffect_Num:[StateArg3]%> of Max HP at the start of your next turn."
State_84257_WeaponDesc,bvQC,z状态表_State_A.csv,1974,State,WeaponDesc,,装备者狂气爆发造成的护盾提高 <WeaponEffect_Num:[StateArg1]%>，释放狂气爆发后所有唤醒体临时暴击伤害提高 <WeaponEffect_Num:[StateArg2]%>，每有 1 条触腕额外提高 1％。每次探索首次触发死亡抵抗后，下回合开始时回复最大生命的 <WeaponEffect_Num:[StateArg3]%>。,"Shield gained from the wielder's Exalt +<WeaponEffect_Num:[StateArg1]%>.\nAfter the wielder Exalts, all Awakeners gain +<WeaponEffect_Num:[StateArg2]%> Temp. Crit. DMG, and another +1% for each Tentacle.\nThe first time <DeathResistanceIconKeywords:Death Resistance> triggers during this investigation, recover <WeaponEffect_Num:[StateArg3]%> of Max HP at the start of your next turn."
Item_78774_Name,aFKp,d道具_Item_A.csv,367,Item,Name,,黑暗中的安眠,Uteri Somnia
State_120322_Desc,bKpy,z状态表_State_A.csv,1930,State,Desc,,队伍唯一：手牌上限+2，无法和其他命轮提供的手牌上限叠加。装备者银钥充能、狂气爆发造成的最终伤害、护盾提高 <WeaponEffect_Num:[StateArg1]%>。切换「静海」姿态时，装备者获得 <WeaponEffect_Num:[StateArg2]> 点狂气，3 回合冷却。切换「怒涛」姿态时，对所有敌人施加 <WeaponEffect_Num:[StateArg3]> 层<DwmofeiKeywords:降生仪式>，3 回合冷却。,"Hand Limit +2. <Italic:(Does not stack with other Wheels.)>\nThe Final DMG dealt by and Shield gained from the wielder's Exalt, as well as the wielder's Keyflare Regen, each +<WeaponEffect_Num:[StateArg1]%>.\nWhen you switch to the ""Tranquil Sea"" stance, the wielder gains <WeaponEffect_Num:[StateArg2]> Aliemus. This effect has a 3-turn cooldown.\nWhen you switch to the ""Raging Waves"" stance, inflict <WeaponEffect_Num:[StateArg3]> stacks of <DwmofeiKeywords:Birth Ritual> on all enemies. This effect has a 3-turn cooldown."
State_120322_WeaponDesc,bKpE,z状态表_State_A.csv,1930,State,WeaponDesc,,手牌上限+2，无法和其他命轮提供的手牌上限叠加。装备者银钥充能、狂气爆发造成的最终伤害、护盾提高 <WeaponEffect_Num:[StateArg1]%>。切换「静海」姿态时，装备者获得 <WeaponEffect_Num:[StateArg2]> 点狂气，3 回合冷却。切换「怒涛」姿态时，对所有敌人施加 <WeaponEffect_Num:[StateArg3]> 层<DwmofeiKeywords:降生仪式>，3 回合冷却。,"Hand Limit +2. <Italic:(Does not stack with other Wheels.)>\nThe Final DMG dealt by and Shield gained from the wielder's Exalt, as well as the wielder's Keyflare Regen, each +<WeaponEffect_Num:[StateArg1]%>.\nWhen you switch to the ""Tranquil Sea"" stance, the wielder gains <WeaponEffect_Num:[StateArg2]> Aliemus. This effect has a 3-turn cooldown.\nWhen you switch to the ""Raging Waves"" stance, inflict <WeaponEffect_Num:[StateArg3]> stacks of <DwmofeiKeywords:Birth Ritual> on all enemies. This effect has a 3-turn cooldown."
Item_130704_Name,bPGj,d道具_Item_A.csv,368,Item,Name,,渺远的伊甸园,The Faraway Eden
State_131073_Desc,bPQt,z状态表_State_A.csv,1904,State,Desc,,队伍唯一：战斗开始时获得等同于 <WeaponEffect_Num:[StateArg1]%> 基础狂气的狂气。装备者狂气爆发最终伤害提高，其百分比为基础狂气的 <WeaponEffect_Num:[StateArg2]%>。切换至「怒涛」姿态时，获得等同于当前界域精通 <WeaponEffect_Num:[StateArg3]%> 的临时界域精通，3 回合冷却。,"At the start of each battle, the wielder gains Aliemus equal to <WeaponEffect_Num:[StateArg1]%> of their Base Aliemus.\nThe Final DMG dealt by the wielder's Exalt increases by a percentage equal to <WeaponEffect_Num:[StateArg2]%> of their Base Aliemus.\nWhen you switch to the ""Raging Waves"" stance, gain Temp. <ProficientInRealmsIconKeywords:Realm Mastery> equal to <WeaponEffect_Num:[StateArg3]%> of current <ProficientInRealmsIconKeywords:Realm Mastery>. This effect has a 3-turn cooldown."
State_131073_WeaponDesc,bPQu,z状态表_State_A.csv,1904,State,WeaponDesc,,战斗开始时获得 [DescArg1] 点狂气。装备者狂气爆发最终伤害提高 [DescArg2]％。切换至「怒涛」姿态时，获得 [DescArg3] 点临时界域精通，3 回合冷却(当前剩余 [DescArg4] 回合)。,"At the start of each battle, the wielder gains <WeaponEffect_Num:[DescArg1]> Aliemus.\nThe Final DMG dealt by the wielder's Exalt +<WeaponEffect_Num:[DescArg2]%>.\nWhen you switch to the ""Raging Waves"" stance, gain <WeaponEffect_Num:[DescArg3]> Temp. <ProficientInRealmsIconKeywords:Realm Mastery>. This effect has a 3-turn cooldown. (Remaining: [DescArg4])"
Item_9846_Name,aGlV,d道具_Item_A.csv,371,Item,Name,,挣脱锁链之日,Chains Unbound
State_2503_Desc,aWdF,z状态表_State_A.csv,2038,State,Desc,,队伍唯一：装备者卡牌造成的基础伤害提高 <WeaponEffect_Num:[StateArg1]%>。回合开始时，有 <WeaponEffect_Num:[StateArg2]%> 的几率生成一张装备者的随机卡牌到手牌中，附加消耗。若当前界域为「血肉」，对装备者使用「胚胎」时，使装备者本回合下次打击卡造成伤害的暴击率 <WeaponEffect_Num:+[StateArg3]%>。,"The Base DMG of the wielder's cards +<WeaponEffect_Num:[StateArg1]%>.\nAt the start of each turn, there is a <WeaponEffect_Num:[StateArg2]%> chance to create a Basic Copy of a random one of the wielder's non-Derived Command Cards; the copy has <DepleteIconKeywords:Exhaust>.\nWhenever an ""Embryo"" is played targeting the wielder, the Crit. Rate of their next Strike Command +<WeaponEffect_Num:[StateArg3]%>."
State_2503_WeaponDesc,aWdH,z状态表_State_A.csv,2038,State,WeaponDesc,,装备者卡牌造成的基础伤害提高 <WeaponEffect_Num:[StateArg1]%>。回合开始时，有 <WeaponEffect_Num:[StateArg2]%> 的几率生成一张装备者的随机卡牌到手牌中，附加消耗。若当前界域为「血肉」，对装备者使用「胚胎」时，使装备者本回合下次打击卡造成伤害的暴击率 <WeaponEffect_Num:+[StateArg3]%>。,"The Base DMG of the wielder's cards +<WeaponEffect_Num:[StateArg1]%>.\nAt the start of each turn, there is a <WeaponEffect_Num:[StateArg2]%> chance to create a Basic Copy of a random one of the wielder's non-Derived Command Cards; the copy has <DepleteIconKeywords:Exhaust>.\nWhenever an ""Embryo"" is played targeting the wielder, the Crit. Rate of their next Strike Command +<WeaponEffect_Num:[StateArg3]%>."
Item_10025_Name,aCKN,d道具_Item_A.csv,372,Item,Name,,苍白后裔,Pale Descendant
State_3203_Desc,aWRW,z状态表_State_A.csv,1861,State,Desc,,队伍唯一：装备者造成的护盾提高 <WeaponEffect_Num:[StateArg3]%>。装备者的「防御」对生命最高敌人造成装备者防御力  <WeaponEffect_Num:[StateArg1]%> 的<IntoxicationIconKeywords:中毒>。若当前界域为「血肉」，施加<IntoxicationIconKeywords:中毒>时<EmbryoFusionIconKeywords:胚胎融合> 增加 <WeaponEffect_Num:[StateArg2]%>，该效果每回合最多触发 3 次。,"Shield gained from the wielder +<WeaponEffect_Num:[StateArg3]%>.\nThe wielder's Defense Commands inflict <IntoxicationIconKeywords:Poison> equal to <WeaponEffect_Num:[StateArg1]%> of their DEF on the enemy with the highest HP.\nWhenever <IntoxicationIconKeywords:Poison> is inflicted on an enemy, increase <EmbryoFusionIconKeywords:Embryo Fusion> by +<WeaponEffect_Num:[StateArg2]%>, up to 3 times per turn."
State_3203_WeaponDesc,aWRY,z状态表_State_A.csv,1861,State,WeaponDesc,,装备者造成的护盾提高 <WeaponEffect_Num:[StateArg3]%>。装备者的「防御」对生命最高敌人造成 <WeaponEffect_Num:[Poison:DescArg1]> 层<IntoxicationIconKeywords:中毒>。若当前界域为「血肉」，施加<IntoxicationIconKeywords:中毒>时<EmbryoFusionIconKeywords:胚胎融合> 增加 <WeaponEffect_Num:[StateArg2]%>，该效果每回合最多触发 3 次。,"Shield gained from the wielder +<WeaponEffect_Num:[StateArg3]%>.\nThe wielder's Defense Commands inflict <WeaponEffect_Num:[Poison:DescArg1]> <IntoxicationIconKeywords:Poison> on the enemy with the highest HP.\nWhenever <IntoxicationIconKeywords:Poison> is inflicted on an enemy, increase <EmbryoFusionIconKeywords:Embryo Fusion> by +<WeaponEffect_Num:[StateArg2]%>, up to 3 times per turn."
Item_9877_Name,aGop,d道具_Item_A.csv,373,Item,Name,,血肉狂宴,Bloody Feast
State_3011_Desc,aWHn,z状态表_State_A.csv,1860,State,Desc,,队伍唯一：装备者的「狂气爆发」暴击率和暴击伤害提高  <WeaponEffect_Num:[StateArg2]%>。装备者释放「狂气爆发」后，获得等同于装备者体质 <WeaponEffect_Num:[StateArg1]%> 的<PowerIconKeywords:力量>。若本次狂气爆发触发了<CardKeyWord:吞噬>效果，额外获得 1 次<PowerIconKeywords:力量>。,"The Crit. Rate & Crit. DMG of the wielder's Exalt each +<WeaponEffect_Num:[StateArg2]%>.\nWhenever the wielder's Exalt triggers <DevouredIconKeywords:Devour>, gain <PowerIconKeywords:STR> equal to <WeaponEffect_Num:[StateArg1]%> of their CON.\nAfter the wielder Exalts, gain <PowerIconKeywords:STR> equal to <WeaponEffect_Num:[StateArg1]%> of their CON."
State_3011_WeaponDesc,aWHp,z状态表_State_A.csv,1860,State,WeaponDesc,,装备者的「狂气爆发」暴击率和暴击伤害提高  <WeaponEffect_Num:[StateArg2]%>。装备者释放「狂气爆发」后，获得 <WeaponEffect_Num:[Power:DescArg1]> 点力量。若本次狂气爆发触发了<CardKeyWord:吞噬>效果，额外获得 1 次<PowerIconKeywords:力量>。,"The Crit. Rate & Crit. DMG of the wielder's Exalt each +<WeaponEffect_Num:[StateArg2]%>.\nWhenever the wielder's Exalt triggers <DevouredIconKeywords:Devour>, gain <PowerIconKeywords:STR> equal to <WeaponEffect_Num:[StateArg1]%> of their CON.\nAfter the wielder Exalts, gain <PowerIconKeywords:STR> equal to <WeaponEffect_Num:[StateArg1]%> of their CON."
Item_9998_Name,aGwN,d道具_Item_A.csv,374,Item,Name,,饕餮寓言,The Glutton's Tale
State_3648_Desc,aXxO,z状态表_State_A.csv,1865,State,Desc,,队伍唯一：装备者生命回复效果提高 <WeaponEffect_Num:[StateArg2]%> 。回合开始时，获得等同于上回合损失生命 <WeaponEffect_Num:[StateArg1]%> 的临时<PowerIconKeywords:力量>和护盾。,"HP recovered by the wielder +<WeaponEffect_Num:[StateArg2]%>.\nAt the start of each turn, gain Temporary <PowerIconKeywords:STR> and Shield equal to <WeaponEffect_Num:[StateArg1]%> of the total amount of HP you lost last turn."
State_3648_WeaponDesc,aXxQ,z状态表_State_A.csv,1865,State,WeaponDesc,,装备者生命回复效果提高 <WeaponEffect_Num:[StateArg2]%> 。回合开始时，获得等同于上回合损失生命 <WeaponEffect_Num:[StateArg1]%> 的临时<PowerIconKeywords:力量>和护盾。,"HP recovered by the wielder +<WeaponEffect_Num:[StateArg2]%>.\nWhenever you lose HP, gain Delayed Shield and Delayed Temp. <PowerIconKeywords:STR> equal to <WeaponEffect_Num:[StateArg1]%> of that lost HP."
Item_9667_Name,aFYV,d道具_Item_A.csv,375,Item,Name,,吞噬摇篮曲,Lullaby Devoured
State_3416_Desc,aXds,z状态表_State_A.csv,1868,State,Desc,,队伍唯一：战斗开始后，获得等同于装备者防御力 <WeaponEffect_Num:[StateArg1]%> 的反击。触发<DeathResistanceIconKeywords: 死亡抵抗>后，获得至多总计 2 层「摇篮」：全体友方造成的护盾和生命回复提高 <WeaponEffect_Num:[StateArg2]%> ，回合结束时移除 1 层，若当前界域为「血肉」，触发<DeathResistanceIconKeywords: 死亡抵抗>后胚胎融合 <WeaponEffect_Num:+[StateArg3]%> 。,"At the start of battle, gain <RetaliateIconKeywords:Counter> equal to <WeaponEffect_Num:[StateArg1]%> of the wielder's DEF.\nWhenever <DeathResistanceIconKeywords:Death Resistance> triggers, increase <EmbryoFusionIconKeywords:Embryo Fusion> by +<WeaponEffect_Num:[StateArg3]%> and gain 2 turns of ""Cradle"": Shield gained from and HP recovered by all Awakeners +<WeaponEffect_Num:[StateArg2]%>."
State_3416_WeaponDesc,aXdu,z状态表_State_A.csv,1868,State,WeaponDesc,,战斗开始后，获得 <WeaponEffect_Num:[Counterattack:DescArg1]> 层反击。触发<DeathResistanceIconKeywords: 死亡抵抗>后，获得至多总计 2 层「摇篮」：全体友方造成的护盾和生命回复提高 <WeaponEffect_Num:[StateArg2]%> ，回合结束时移除 1 层，若当前界域为「血肉」，触发<DeathResistanceIconKeywords: 死亡抵抗>后胚胎融合 <WeaponEffect_Num:+[StateArg3]%> 。,"At the start of battle, gain <WeaponEffect_Num:[Counterattack:DescArg1]> <RetaliateIconKeywords:Counter>.\nWhenever <DeathResistanceIconKeywords:Death Resistance> triggers, increase <EmbryoFusionIconKeywords:Embryo Fusion> by +<WeaponEffect_Num:[StateArg3]%> and gain 2 turns of ""Cradle"": Shield gained from and HP recovered by all Awakeners +<WeaponEffect_Num:[StateArg2]%>."
Item_9786_Name,aGhR,d道具_Item_A.csv,376,Item,Name,,冬夜追忆,Winter's Requiem
State_2823_Desc,aWxl,z状态表_State_A.csv,1863,State,Desc,,队伍唯一：战斗开始时对前排敌人施加 2 层<VulnerabilityIconKeywords:易伤>。回合开始时，处于易伤状态的敌人失去等同于装备者攻击力 <WeaponEffect_Num:[StateArg1]%> 的临时<PowerIconKeywords:力量>。若当前界域为「血肉」，装备者释放「狂气爆发」后，胚胎融合 +<WeaponEffect_Num:[StateArg2]%>。,"At the start of battle, inflict 2 stacks of <VulnerabilityIconKeywords:Vulnerable> on the frontmost enemy.\nAt the start of each turn, inflict Temp. <ExhaustionIconKeywords:STR▼> on <VulnerabilityIconKeywords:Vulnerable> enemies equal to <WeaponEffect_Num:[StateArg1]%> of the wielder's ATK.\nAfter the wielder Exalts, increase <EmbryoFusionIconKeywords:Embryo Fusion> by +<WeaponEffect_Num:[StateArg2]%>."
State_2823_WeaponDesc,aWxn,z状态表_State_A.csv,1863,State,WeaponDesc,,战斗开始时，对前排敌人施加 2 层<VulnerabilityIconKeywords:易伤>。回合开始时，处于易伤状态的敌人失去 <WeaponEffect_Num:[Power:DescArg1]> 点临时<PowerIconKeywords:力量>。若当前界域为「血肉」，装备者释放「狂气爆发」后，胚胎融合 +<WeaponEffect_Num:[StateArg2]%>。,"At the start of battle, inflict 2 stacks of <VulnerabilityIconKeywords:Vulnerable> on the frontmost enemy.\nAt the start of each turn, inflict <WeaponEffect_Num:[Power:DescArg1]> Temp. <ExhaustionIconKeywords:STR▼> on <VulnerabilityIconKeywords:Vulnerable> enemies.\nAfter the wielder Exalts, increase <EmbryoFusionIconKeywords:Embryo Fusion> by +<WeaponEffect_Num:[StateArg2]%>"
Item_9884_Name,aGoR,d道具_Item_A.csv,377,Item,Name,,以蔷薇之名,By Rose Alone
